66130,Tom 66130,Thomson66130,Yes,No,Auckland,2016-12-02 08:00:00.000,66130,Entertainment
66131,Kelvin 66131,Burn66131,Yes,No,Auckland,2016-07-22 08:00:00.000,66131,Shipping Containers
66132,Tracy66132,Thomas66132,Yes,Yes,Rest of North Island,2016-02-04 08:00:00.000,66132,Healthcare
66133,Stephan 66133,Walker66133,Yes,No,South Island,2016-05-12 08:00:00.000,66133,Banking
66134,Helen Park 66134,Davis66134,Yes,No,Rest of North Island,2015-11-30 08:00:00.000,66134,Computers
66135,Helen Park 66135,Davis66135,Yes,Yes,Rest of North Island,2016-08-17 08:00:00.000,66135,Shipping Containers
66136,Bella 66136,Smith66136,No,None,Auckland,NULL,66136,Tax Agent
66137,Steven 66137,Williams66137,Yes,No,South Island,2016-06-22 08:00:00.000,66137,Healthcare
66138,Bella 66138,Smith66138,Yes,Yes,Rest of North Island,2015-12-21 08:00:00.000,66138,Tax Agent
66139,Helen Park 66139,Davis66139,Yes,No,Auckland,2015-09-12 08:00:00.000,66139,Real Estate
66140,Steven 66140,Williams66140,No,None,Rest of North Island,NULL,66140,Tax Agent
66141,Kelvin 66141,Burn66141,No,None,South Island,NULL,66141,Tax Agent
66142,John 66142,Dong66142,Yes,No,South Island,2015-03-23 08:00:00.000,66142,Retail
66143,Kelvin 66143,Burn66143,No,None,Auckland,NULL,66143,Retail
66144,John 66144,Dong66144,Yes,Yes,Rest of North Island,2016-08-10 08:00:00.000,66144,Entertainment
66145,Tracy66145,Thomas66145,No,None,Auckland,NULL,66145,Insurance
66146,Helen Park 66146,Davis66146,Yes,No,South Island,2016-01-19 08:00:00.000,66146,Real Estate
66147,Tom 66147,Thomson66147,No,None,Auckland,NULL,66147,Pharmaceutical Products
66148,Steven 66148,Williams66148,No,None,Rest of North Island,NULL,66148,Insurance
66149,Nelson Century 66149,Clark66149,No,None,Rest of North Island,NULL,66149,Insurance
66150,Tom 66150,Thomson66150,No,None,South Island,NULL,66150,Real Estate
66151,Tom 66151,Thomson66151,Yes,No,Rest of North Island,2016-02-26 08:00:00.000,66151,Computers
66152,Bella 66152,Smith66152,No,None,South Island,NULL,66152,Tax Agent
66153,Stephan 66153,Walker66153,Yes,No,Auckland,2015-01-26 08:00:00.000,66153,Tax Agent
66154,Nelson Century 66154,Clark66154,No,None,South Island,NULL,66154,Banking
66155,Kelvin 66155,Burn66155,Yes,No,Rest of North Island,2016-09-27 08:00:00.000,66155,Insurance
66156,Jackie Sales 66156,Taylor66156,Yes,No,Auckland,2016-03-19 08:00:00.000,66156,Entertainment
66157,Stephan 66157,Walker66157,Yes,No,Auckland,2016-04-03 08:00:00.000,66157,Computers
66158,Helen Park 66158,Davis66158,No,None,South Island,NULL,66158,Tax Agent
66159,Jackie Sales 66159,Taylor66159,Yes,No,Auckland,2016-06-24 08:00:00.000,66159,Tax Agent
66160,Tom 66160,Thomson66160,Yes,Yes,Auckland,2015-05-19 08:00:00.000,66160,Banking
66161,Tracy66161,Thomas66161,No,None,South Island,NULL,66161,Real Estate
66162,Tracy66162,Thomas66162,Yes,Yes,Auckland,2016-01-01 08:00:00.000,66162,Tax Agent
66163,Jackie Sales 66163,Taylor66163,No,None,South Island,NULL,66163,Tax Agent
66164,Nelson Century 66164,Clark66164,No,None,Rest of North Island,NULL,66164,Healthcare
66165,Tom 66165,Thomson66165,Yes,No,South Island,2016-07-07 08:00:00.000,66165,Retail
66166,John 66166,Dong66166,No,None,South Island,NULL,66166,Entertainment
66167,Nelson Century 66167,Clark66167,Yes,No,South Island,2016-11-22 08:00:00.000,66167,Pharmaceutical Products
66168,Steven 66168,Williams66168,Yes,Yes,South Island,2015-10-22 08:00:00.000,66168,Entertainment
66169,Steven 66169,Williams66169,No,None,Rest of North Island,NULL,66169,Banking
66170,Nelson Century 66170,Clark66170,Yes,No,South Island,2015-08-29 08:00:00.000,66170,Insurance
66171,Helen Park 66171,Davis66171,No,None,Auckland,NULL,66171,Computers
66172,Jackie Sales 66172,Taylor66172,No,None,Rest of North Island,NULL,66172,Retail
66173,Nelson Century 66173,Clark66173,No,None,South Island,NULL,66173,Retail
66174,Bella 66174,Smith66174,Yes,Yes,Rest of North Island,2016-06-09 08:00:00.000,66174,Insurance
66175,Tracy66175,Thomas66175,Yes,No,Rest of North Island,2015-09-20 08:00:00.000,66175,Real Estate
66176,Nelson Century 66176,Clark66176,No,None,South Island,NULL,66176,Shipping Containers
66177,Helen Park 66177,Davis66177,Yes,No,Rest of North Island,2016-04-19 08:00:00.000,66177,Real Estate
66178,Jackie Sales 66178,Taylor66178,No,None,Rest of North Island,NULL,66178,Insurance
66179,Bella 66179,Smith66179,No,None,Auckland,NULL,66179,Pharmaceutical Products
66180,Tom 66180,Thomson66180,Yes,No,Auckland,2016-06-16 08:00:00.000,66180,Retail
66181,Stephan 66181,Walker66181,Yes,Yes,Auckland,2016-03-13 08:00:00.000,66181,Shipping Containers
66182,Bella 66182,Smith66182,Yes,Yes,South Island,2015-09-02 08:00:00.000,66182,Retail
66183,John 66183,Dong66183,Yes,Yes,Rest of North Island,2015-04-05 08:00:00.000,66183,Pharmaceutical Products
66184,John 66184,Dong66184,No,None,Rest of North Island,NULL,66184,Tax Agent
66185,Bella 66185,Smith66185,Yes,Yes,Rest of North Island,2015-12-12 08:00:00.000,66185,Pharmaceutical Products
66186,Nelson Century 66186,Clark66186,No,None,Auckland,NULL,66186,Shipping Containers
66187,Nelson Century 66187,Clark66187,Yes,No,Rest of North Island,2015-03-24 08:00:00.000,66187,Entertainment
66188,Helen Park 66188,Davis66188,Yes,No,South Island,2016-03-25 08:00:00.000,66188,Real Estate
66189,Tom 66189,Thomson66189,Yes,Yes,Auckland,2015-10-10 08:00:00.000,66189,Tax Agent
66190,Tracy66190,Thomas66190,Yes,No,South Island,2016-09-02 08:00:00.000,66190,Pharmaceutical Products
66191,Tracy66191,Thomas66191,Yes,Yes,Auckland,2015-11-09 08:00:00.000,66191,Pharmaceutical Products
66192,Steven 66192,Williams66192,Yes,No,Auckland,2015-01-16 08:00:00.000,66192,Healthcare
66193,Steven 66193,Williams66193,No,None,Rest of North Island,NULL,66193,Entertainment
66194,Stephan 66194,Walker66194,Yes,No,Auckland,2015-09-20 08:00:00.000,66194,Retail
66195,Bella 66195,Smith66195,Yes,Yes,Rest of North Island,2016-11-30 08:00:00.000,66195,Banking
66196,Helen Park 66196,Davis66196,Yes,Yes,Rest of North Island,2016-02-03 08:00:00.000,66196,Pharmaceutical Products
66197,Bella 66197,Smith66197,No,None,Rest of North Island,NULL,66197,Healthcare
66198,Bella 66198,Smith66198,No,None,Rest of North Island,NULL,66198,Entertainment
66199,Kelvin 66199,Burn66199,Yes,No,Rest of North Island,2016-10-21 08:00:00.000,66199,Entertainment
66200,Stephan 66200,Walker66200,No,None,South Island,NULL,66200,Real Estate
66201,Jackie Sales 66201,Taylor66201,Yes,No,Auckland,2015-04-27 08:00:00.000,66201,Shipping Containers
66202,Nelson Century 66202,Clark66202,Yes,No,Rest of North Island,2015-01-09 08:00:00.000,66202,Real Estate
66203,Nelson Century 66203,Clark66203,No,None,Rest of North Island,NULL,66203,Insurance
66204,Jackie Sales 66204,Taylor66204,No,None,Rest of North Island,NULL,66204,Pharmaceutical Products
66205,Nelson Century 66205,Clark66205,No,None,South Island,NULL,66205,Insurance
66206,John 66206,Dong66206,No,None,Auckland,NULL,66206,Real Estate
66207,Tom 66207,Thomson66207,Yes,Yes,Rest of North Island,2015-11-26 08:00:00.000,66207,Real Estate
66208,Kelvin 66208,Burn66208,Yes,Yes,Auckland,2015-12-09 08:00:00.000,66208,Tax Agent
66209,Steven 66209,Williams66209,No,None,Auckland,NULL,66209,Entertainment
66210,Nelson Century 66210,Clark66210,Yes,No,South Island,2015-04-07 08:00:00.000,66210,Computers
66211,Nelson Century 66211,Clark66211,No,None,Auckland,NULL,66211,Healthcare
66212,Tom 66212,Thomson66212,Yes,No,South Island,2015-03-01 08:00:00.000,66212,Healthcare
66213,Nelson Century 66213,Clark66213,No,None,South Island,NULL,66213,Retail
66214,Helen Park 66214,Davis66214,Yes,No,Rest of North Island,2016-12-23 08:00:00.000,66214,Tax Agent
66215,Jackie Sales 66215,Taylor66215,Yes,No,South Island,2016-06-06 08:00:00.000,66215,Insurance
66216,John 66216,Dong66216,No,None,South Island,NULL,66216,Entertainment
66217,Kelvin 66217,Burn66217,No,None,Auckland,NULL,66217,Entertainment
66218,Helen Park 66218,Davis66218,Yes,Yes,Auckland,2016-11-10 08:00:00.000,66218,Pharmaceutical Products
66219,John 66219,Dong66219,No,None,South Island,NULL,66219,Banking
66220,Tracy66220,Thomas66220,No,None,South Island,NULL,66220,Shipping Containers
66221,Tom 66221,Thomson66221,No,None,Auckland,NULL,66221,Retail
66222,Jackie Sales 66222,Taylor66222,Yes,Yes,Auckland,2015-03-01 08:00:00.000,66222,Shipping Containers
66223,Tom 66223,Thomson66223,Yes,Yes,Auckland,2015-05-24 08:00:00.000,66223,Entertainment
66224,John 66224,Dong66224,Yes,Yes,South Island,2015-01-06 08:00:00.000,66224,Pharmaceutical Products
66225,Jackie Sales 66225,Taylor66225,No,None,South Island,NULL,66225,Pharmaceutical Products
66226,Helen Park 66226,Davis66226,Yes,Yes,Auckland,2015-08-03 08:00:00.000,66226,Computers
66227,Jackie Sales 66227,Taylor66227,No,None,South Island,NULL,66227,Insurance
66228,Tracy66228,Thomas66228,No,None,Auckland,NULL,66228,Healthcare
66229,Kelvin 66229,Burn66229,No,None,Auckland,NULL,66229,Pharmaceutical Products
66230,Steven 66230,Williams66230,Yes,Yes,Auckland,2016-03-06 08:00:00.000,66230,Banking
66231,John 66231,Dong66231,Yes,Yes,Rest of North Island,2015-02-28 08:00:00.000,66231,Pharmaceutical Products
66232,Steven 66232,Williams66232,No,None,Auckland,NULL,66232,Retail
66233,Kelvin 66233,Burn66233,Yes,No,South Island,2016-08-20 08:00:00.000,66233,Retail
66234,Kelvin 66234,Burn66234,Yes,Yes,South Island,2015-02-19 08:00:00.000,66234,Entertainment
66235,Stephan 66235,Walker66235,No,None,South Island,NULL,66235,Real Estate
66236,Tracy66236,Thomas66236,No,None,Rest of North Island,NULL,66236,Healthcare
66237,Stephan 66237,Walker66237,Yes,No,South Island,2015-09-15 08:00:00.000,66237,Shipping Containers
66238,Tracy66238,Thomas66238,Yes,Yes,South Island,2016-01-11 08:00:00.000,66238,Pharmaceutical Products
66239,Kelvin 66239,Burn66239,No,None,Auckland,NULL,66239,Shipping Containers
66240,Bella 66240,Smith66240,Yes,No,South Island,2016-03-07 08:00:00.000,66240,Shipping Containers
66241,Bella 66241,Smith66241,No,None,South Island,NULL,66241,Pharmaceutical Products
66242,Kelvin 66242,Burn66242,Yes,Yes,South Island,2015-09-06 08:00:00.000,66242,Pharmaceutical Products
66243,Jackie Sales 66243,Taylor66243,Yes,Yes,South Island,2015-09-19 08:00:00.000,66243,Pharmaceutical Products
66244,Steven 66244,Williams66244,Yes,No,South Island,2015-02-10 08:00:00.000,66244,Healthcare
66245,Tracy66245,Thomas66245,Yes,Yes,Rest of North Island,2015-09-23 08:00:00.000,66245,Retail
66246,Kelvin 66246,Burn66246,No,None,Auckland,NULL,66246,Tax Agent
66247,Steven 66247,Williams66247,Yes,No,Rest of North Island,2015-10-07 08:00:00.000,66247,Computers
66248,Jackie Sales 66248,Taylor66248,Yes,No,Rest of North Island,2016-04-25 08:00:00.000,66248,Computers
66249,Jackie Sales 66249,Taylor66249,Yes,Yes,Rest of North Island,2015-11-03 08:00:00.000,66249,Tax Agent
66250,Stephan 66250,Walker66250,Yes,Yes,Auckland,2015-11-23 08:00:00.000,66250,Entertainment
66251,Stephan 66251,Walker66251,No,None,South Island,NULL,66251,Banking
66252,Helen Park 66252,Davis66252,Yes,Yes,Auckland,2016-06-30 08:00:00.000,66252,Tax Agent
66253,John 66253,Dong66253,No,None,Auckland,NULL,66253,Tax Agent
66254,Jackie Sales 66254,Taylor66254,No,None,South Island,NULL,66254,Banking
66255,Tom 66255,Thomson66255,No,None,Rest of North Island,NULL,66255,Insurance
66256,Kelvin 66256,Burn66256,Yes,No,South Island,2016-10-19 08:00:00.000,66256,Real Estate
66257,Kelvin 66257,Burn66257,No,None,Rest of North Island,NULL,66257,Tax Agent
66258,Tracy66258,Thomas66258,No,None,Auckland,NULL,66258,Real Estate
66259,John 66259,Dong66259,Yes,No,Rest of North Island,2015-09-03 08:00:00.000,66259,Pharmaceutical Products
66260,Steven 66260,Williams66260,Yes,No,Rest of North Island,2016-01-07 08:00:00.000,66260,Healthcare
66261,Helen Park 66261,Davis66261,No,None,South Island,NULL,66261,Healthcare
66262,Stephan 66262,Walker66262,Yes,Yes,Auckland,2015-07-04 08:00:00.000,66262,Tax Agent
66263,Helen Park 66263,Davis66263,No,None,Rest of North Island,NULL,66263,Tax Agent
66264,Tracy66264,Thomas66264,Yes,Yes,Rest of North Island,2015-09-02 08:00:00.000,66264,Entertainment
66265,Jackie Sales 66265,Taylor66265,No,None,Auckland,NULL,66265,Real Estate
66266,Tracy66266,Thomas66266,No,None,South Island,NULL,66266,Real Estate
66267,Nelson Century 66267,Clark66267,No,None,South Island,NULL,66267,Insurance
66268,Nelson Century 66268,Clark66268,No,None,South Island,NULL,66268,Real Estate
66269,Jackie Sales 66269,Taylor66269,No,None,Auckland,NULL,66269,Tax Agent
66270,Bella 66270,Smith66270,Yes,Yes,South Island,2015-03-07 08:00:00.000,66270,Retail
66271,Jackie Sales 66271,Taylor66271,No,None,South Island,NULL,66271,Banking
66272,Kelvin 66272,Burn66272,Yes,No,Auckland,2015-09-03 08:00:00.000,66272,Shipping Containers
66273,Stephan 66273,Walker66273,Yes,No,Auckland,2015-10-05 08:00:00.000,66273,Computers
66274,Jackie Sales 66274,Taylor66274,No,None,South Island,NULL,66274,Pharmaceutical Products
66275,Nelson Century 66275,Clark66275,No,None,Rest of North Island,NULL,66275,Real Estate
66276,Stephan 66276,Walker66276,Yes,Yes,Auckland,2015-05-27 08:00:00.000,66276,Computers
66277,Tracy66277,Thomas66277,No,None,South Island,NULL,66277,Healthcare
66278,Jackie Sales 66278,Taylor66278,Yes,Yes,Rest of North Island,2016-07-04 08:00:00.000,66278,Insurance
66279,Helen Park 66279,Davis66279,No,None,Rest of North Island,NULL,66279,Banking
66280,Tracy66280,Thomas66280,Yes,No,Auckland,2016-12-16 08:00:00.000,66280,Banking
66281,Tracy66281,Thomas66281,Yes,Yes,Auckland,2016-01-22 08:00:00.000,66281,Pharmaceutical Products
66282,Stephan 66282,Walker66282,Yes,No,South Island,2015-05-12 08:00:00.000,66282,Computers
66283,Bella 66283,Smith66283,No,None,Rest of North Island,NULL,66283,Retail
66284,Tom 66284,Thomson66284,Yes,No,South Island,2015-06-15 08:00:00.000,66284,Shipping Containers
66285,John 66285,Dong66285,No,None,Rest of North Island,NULL,66285,Computers
66286,Stephan 66286,Walker66286,Yes,No,South Island,2015-08-29 08:00:00.000,66286,Insurance
66287,Jackie Sales 66287,Taylor66287,No,None,Rest of North Island,NULL,66287,Computers
66288,Bella 66288,Smith66288,Yes,Yes,Rest of North Island,2015-01-06 08:00:00.000,66288,Tax Agent
66289,Bella 66289,Smith66289,No,None,Auckland,NULL,66289,Entertainment
66290,Tom 66290,Thomson66290,No,None,Rest of North Island,NULL,66290,Pharmaceutical Products
66291,Helen Park 66291,Davis66291,No,None,Rest of North Island,NULL,66291,Retail
66292,Steven 66292,Williams66292,No,None,Auckland,NULL,66292,Shipping Containers
66293,John 66293,Dong66293,No,None,Rest of North Island,NULL,66293,Banking
66294,Tracy66294,Thomas66294,No,None,Auckland,NULL,66294,Shipping Containers
66295,Tracy66295,Thomas66295,Yes,No,South Island,2015-11-30 08:00:00.000,66295,Pharmaceutical Products
66296,Tracy66296,Thomas66296,No,None,South Island,NULL,66296,Real Estate
66297,Bella 66297,Smith66297,No,None,Rest of North Island,NULL,66297,Healthcare
66298,Steven 66298,Williams66298,No,None,Rest of North Island,NULL,66298,Banking
66299,Jackie Sales 66299,Taylor66299,No,None,South Island,NULL,66299,Shipping Containers
66300,Steven 66300,Williams66300,No,None,Auckland,NULL,66300,Pharmaceutical Products
66301,Helen Park 66301,Davis66301,Yes,No,South Island,2016-04-28 08:00:00.000,66301,Healthcare
66302,Jackie Sales 66302,Taylor66302,No,None,Rest of North Island,NULL,66302,Computers
66303,Steven 66303,Williams66303,Yes,Yes,Auckland,2015-12-11 08:00:00.000,66303,Banking
66304,Steven 66304,Williams66304,No,None,Rest of North Island,NULL,66304,Real Estate
66305,John 66305,Dong66305,Yes,No,Auckland,2015-03-09 08:00:00.000,66305,Retail
66306,Steven 66306,Williams66306,No,None,Rest of North Island,NULL,66306,Entertainment
66307,Tracy66307,Thomas66307,No,None,Rest of North Island,NULL,66307,Entertainment
66308,Steven 66308,Williams66308,No,None,Rest of North Island,NULL,66308,Retail
66309,Kelvin 66309,Burn66309,Yes,No,Auckland,2016-05-26 08:00:00.000,66309,Computers
66310,Kelvin 66310,Burn66310,No,None,Rest of North Island,NULL,66310,Entertainment
66311,Tracy66311,Thomas66311,No,None,Rest of North Island,NULL,66311,Healthcare
66312,John 66312,Dong66312,No,None,South Island,NULL,66312,Shipping Containers
66313,Helen Park 66313,Davis66313,Yes,No,South Island,2015-01-12 08:00:00.000,66313,Banking
66314,Kelvin 66314,Burn66314,Yes,No,Rest of North Island,2016-09-12 08:00:00.000,66314,Insurance
66315,John 66315,Dong66315,Yes,No,South Island,2016-10-28 08:00:00.000,66315,Entertainment
66316,Helen Park 66316,Davis66316,No,None,South Island,NULL,66316,Tax Agent
66317,Tom 66317,Thomson66317,Yes,Yes,South Island,2016-04-02 08:00:00.000,66317,Computers
66318,Bella 66318,Smith66318,Yes,No,Auckland,2015-10-21 08:00:00.000,66318,Tax Agent
66319,Nelson Century 66319,Clark66319,Yes,No,Rest of North Island,2015-10-24 08:00:00.000,66319,Healthcare
66320,Stephan 66320,Walker66320,Yes,No,Auckland,2015-09-07 08:00:00.000,66320,Computers
66321,Bella 66321,Smith66321,No,None,Auckland,NULL,66321,Real Estate
66322,Nelson Century 66322,Clark66322,Yes,No,Auckland,2016-09-03 08:00:00.000,66322,Shipping Containers
66323,Bella 66323,Smith66323,No,None,South Island,NULL,66323,Insurance
66324,Bella 66324,Smith66324,Yes,Yes,South Island,2015-03-16 08:00:00.000,66324,Insurance
66325,Tom 66325,Thomson66325,No,None,Rest of North Island,NULL,66325,Pharmaceutical Products
66326,John 66326,Dong66326,Yes,Yes,Rest of North Island,2015-07-23 08:00:00.000,66326,Entertainment
66327,Tracy66327,Thomas66327,No,None,South Island,NULL,66327,Pharmaceutical Products
66328,Jackie Sales 66328,Taylor66328,Yes,Yes,Auckland,2016-01-30 08:00:00.000,66328,Computers
66329,Tom 66329,Thomson66329,No,None,Rest of North Island,NULL,66329,Healthcare
66330,Stephan 66330,Walker66330,No,None,Rest of North Island,NULL,66330,Healthcare
66331,John 66331,Dong66331,No,None,Auckland,NULL,66331,Computers
66332,John 66332,Dong66332,No,None,South Island,NULL,66332,Computers
66333,Helen Park 66333,Davis66333,No,None,Auckland,NULL,66333,Banking
66334,John 66334,Dong66334,No,None,Rest of North Island,NULL,66334,Computers
66335,Tracy66335,Thomas66335,Yes,Yes,Auckland,2016-06-06 08:00:00.000,66335,Insurance
66336,Helen Park 66336,Davis66336,Yes,Yes,Auckland,2015-01-10 08:00:00.000,66336,Shipping Containers
66337,Stephan 66337,Walker66337,Yes,No,Rest of North Island,2015-06-12 08:00:00.000,66337,Computers
66338,Nelson Century 66338,Clark66338,Yes,No,South Island,2016-03-09 08:00:00.000,66338,Shipping Containers
66339,Nelson Century 66339,Clark66339,Yes,Yes,Rest of North Island,2015-05-21 08:00:00.000,66339,Computers
66340,Bella 66340,Smith66340,Yes,Yes,South Island,2016-03-31 08:00:00.000,66340,Pharmaceutical Products
66341,Steven 66341,Williams66341,No,None,South Island,NULL,66341,Tax Agent
66342,Tracy66342,Thomas66342,No,None,South Island,NULL,66342,Real Estate
66343,Tracy66343,Thomas66343,Yes,Yes,South Island,2015-06-29 08:00:00.000,66343,Real Estate
66344,Helen Park 66344,Davis66344,No,None,Auckland,NULL,66344,Pharmaceutical Products
66345,Tom 66345,Thomson66345,Yes,No,Auckland,2015-03-17 08:00:00.000,66345,Healthcare
66346,John 66346,Dong66346,No,None,Rest of North Island,NULL,66346,Shipping Containers
66347,Kelvin 66347,Burn66347,No,None,Rest of North Island,NULL,66347,Real Estate
66348,Tracy66348,Thomas66348,Yes,Yes,Rest of North Island,2016-02-14 08:00:00.000,66348,Tax Agent
66349,Bella 66349,Smith66349,No,None,Auckland,NULL,66349,Shipping Containers
66350,Helen Park 66350,Davis66350,No,None,Auckland,NULL,66350,Entertainment
66351,Bella 66351,Smith66351,Yes,Yes,South Island,2015-08-30 08:00:00.000,66351,Retail
66352,Tracy66352,Thomas66352,No,None,Auckland,NULL,66352,Tax Agent
66353,Bella 66353,Smith66353,Yes,No,Rest of North Island,2016-02-09 08:00:00.000,66353,Real Estate
66354,Stephan 66354,Walker66354,No,None,South Island,NULL,66354,Real Estate
66355,Tracy66355,Thomas66355,No,None,Rest of North Island,NULL,66355,Healthcare
66356,Tom 66356,Thomson66356,No,None,South Island,NULL,66356,Pharmaceutical Products
66357,Nelson Century 66357,Clark66357,No,None,Rest of North Island,NULL,66357,Healthcare
66358,Tom 66358,Thomson66358,Yes,No,Rest of North Island,2015-08-23 08:00:00.000,66358,Computers
66359,Kelvin 66359,Burn66359,Yes,Yes,Rest of North Island,2016-04-15 08:00:00.000,66359,Retail
66360,Stephan 66360,Walker66360,Yes,No,Rest of North Island,2016-12-05 08:00:00.000,66360,Healthcare
66361,Steven 66361,Williams66361,Yes,Yes,South Island,2015-12-19 08:00:00.000,66361,Healthcare
66362,Tom 66362,Thomson66362,No,None,South Island,NULL,66362,Computers
66363,Helen Park 66363,Davis66363,No,None,South Island,NULL,66363,Healthcare
66364,Stephan 66364,Walker66364,Yes,No,Rest of North Island,2015-08-02 08:00:00.000,66364,Real Estate
66365,Jackie Sales 66365,Taylor66365,Yes,Yes,Auckland,2016-05-02 08:00:00.000,66365,Entertainment
66366,Kelvin 66366,Burn66366,No,None,Rest of North Island,NULL,66366,Tax Agent
66367,Stephan 66367,Walker66367,No,None,Auckland,NULL,66367,Healthcare
66368,Steven 66368,Williams66368,No,None,Rest of North Island,NULL,66368,Banking
66369,John 66369,Dong66369,Yes,Yes,South Island,2016-04-09 08:00:00.000,66369,Banking
66370,Steven 66370,Williams66370,No,None,South Island,NULL,66370,Tax Agent
66371,Jackie Sales 66371,Taylor66371,No,None,South Island,NULL,66371,Healthcare
66372,Tom 66372,Thomson66372,Yes,Yes,South Island,2016-03-15 08:00:00.000,66372,Computers
66373,Jackie Sales 66373,Taylor66373,No,None,Rest of North Island,NULL,66373,Tax Agent
66374,Jackie Sales 66374,Taylor66374,Yes,Yes,South Island,2015-02-10 08:00:00.000,66374,Shipping Containers
66375,Stephan 66375,Walker66375,Yes,Yes,Rest of North Island,2015-12-19 08:00:00.000,66375,Shipping Containers
66376,Tracy66376,Thomas66376,Yes,Yes,South Island,2015-08-01 08:00:00.000,66376,Tax Agent
66377,John 66377,Dong66377,Yes,Yes,South Island,2016-02-29 08:00:00.000,66377,Retail
66378,Tom 66378,Thomson66378,No,None,Rest of North Island,NULL,66378,Pharmaceutical Products
66379,Nelson Century 66379,Clark66379,No,None,Auckland,NULL,66379,Real Estate
66380,Tom 66380,Thomson66380,Yes,No,South Island,2016-10-28 08:00:00.000,66380,Retail
66381,Jackie Sales 66381,Taylor66381,No,None,Auckland,NULL,66381,Retail
66382,Tom 66382,Thomson66382,No,None,South Island,NULL,66382,Retail
66383,Helen Park 66383,Davis66383,No,None,South Island,NULL,66383,Entertainment
66384,Bella 66384,Smith66384,No,None,Rest of North Island,NULL,66384,Banking
66385,Bella 66385,Smith66385,Yes,No,Auckland,2015-02-20 08:00:00.000,66385,Pharmaceutical Products
66386,Tracy66386,Thomas66386,No,None,Auckland,NULL,66386,Entertainment
66387,Steven 66387,Williams66387,Yes,Yes,Rest of North Island,2016-06-08 08:00:00.000,66387,Insurance
66388,Helen Park 66388,Davis66388,Yes,No,Auckland,2016-02-18 08:00:00.000,66388,Retail
66389,Helen Park 66389,Davis66389,Yes,No,South Island,2016-08-23 08:00:00.000,66389,Retail
66390,Jackie Sales 66390,Taylor66390,Yes,Yes,Auckland,2015-04-12 08:00:00.000,66390,Tax Agent
66391,Nelson Century 66391,Clark66391,No,None,Rest of North Island,NULL,66391,Healthcare
66392,Kelvin 66392,Burn66392,Yes,Yes,South Island,2015-07-20 08:00:00.000,66392,Entertainment
66393,Stephan 66393,Walker66393,Yes,Yes,South Island,2016-09-02 08:00:00.000,66393,Real Estate
66394,Bella 66394,Smith66394,Yes,Yes,South Island,2015-02-07 08:00:00.000,66394,Healthcare
66395,Helen Park 66395,Davis66395,Yes,Yes,Auckland,2015-12-29 08:00:00.000,66395,Computers
66396,Stephan 66396,Walker66396,Yes,Yes,Rest of North Island,2015-12-20 08:00:00.000,66396,Retail
66397,Nelson Century 66397,Clark66397,Yes,No,South Island,2016-08-27 08:00:00.000,66397,Banking
66398,Stephan 66398,Walker66398,Yes,No,South Island,2016-02-06 08:00:00.000,66398,Retail
66399,Stephan 66399,Walker66399,Yes,No,South Island,2015-02-02 08:00:00.000,66399,Entertainment
66400,Stephan 66400,Walker66400,Yes,Yes,Auckland,2015-03-24 08:00:00.000,66400,Banking
66401,Stephan 66401,Walker66401,No,None,Rest of North Island,NULL,66401,Pharmaceutical Products
66402,Tom 66402,Thomson66402,Yes,Yes,South Island,2015-01-09 08:00:00.000,66402,Shipping Containers
66403,Nelson Century 66403,Clark66403,Yes,No,Auckland,2016-11-02 08:00:00.000,66403,Pharmaceutical Products
66404,Helen Park 66404,Davis66404,Yes,No,South Island,2016-04-20 08:00:00.000,66404,Shipping Containers
66405,Steven 66405,Williams66405,Yes,Yes,Rest of North Island,2015-09-03 08:00:00.000,66405,Shipping Containers
66406,Tom 66406,Thomson66406,Yes,Yes,Auckland,2015-06-27 08:00:00.000,66406,Pharmaceutical Products
66407,Steven 66407,Williams66407,Yes,Yes,Auckland,2016-10-31 08:00:00.000,66407,Real Estate
66408,Nelson Century 66408,Clark66408,Yes,Yes,Auckland,2015-11-05 08:00:00.000,66408,Computers
66409,Helen Park 66409,Davis66409,Yes,No,Rest of North Island,2015-08-27 08:00:00.000,66409,Entertainment
66410,Tom 66410,Thomson66410,Yes,No,Auckland,2016-02-29 08:00:00.000,66410,Insurance
66411,Stephan 66411,Walker66411,Yes,Yes,Rest of North Island,2016-11-26 08:00:00.000,66411,Entertainment
66412,Helen Park 66412,Davis66412,Yes,No,South Island,2015-05-09 08:00:00.000,66412,Computers
66413,Helen Park 66413,Davis66413,Yes,Yes,South Island,2016-07-19 08:00:00.000,66413,Shipping Containers
66414,John 66414,Dong66414,Yes,Yes,South Island,2015-10-25 08:00:00.000,66414,Pharmaceutical Products
66415,Bella 66415,Smith66415,No,None,South Island,NULL,66415,Retail
66416,Nelson Century 66416,Clark66416,Yes,No,South Island,2016-11-08 08:00:00.000,66416,Insurance
66417,John 66417,Dong66417,Yes,No,Auckland,2015-02-17 08:00:00.000,66417,Shipping Containers
66418,Stephan 66418,Walker66418,No,None,South Island,NULL,66418,Healthcare
66419,Kelvin 66419,Burn66419,Yes,Yes,South Island,2015-10-14 08:00:00.000,66419,Banking
66420,Stephan 66420,Walker66420,Yes,Yes,Rest of North Island,2016-01-26 08:00:00.000,66420,Retail
66421,Jackie Sales 66421,Taylor66421,Yes,Yes,Auckland,2015-10-02 08:00:00.000,66421,Entertainment
